ID;Etat;Nature;Nature_par_regroupement;Adresse;Code Postal;Commune;Département;Ministère occupant;Description;Année de 1ère inscription;Nature juridique Acquereur;Type Procédure ayant mené à la vente;Année Cession;Latitude;Longitude
150770024;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;BIEN DNID;77144;MONTEVRAIN;SEINE-ET-MARNE;Ministère de l'écologie, du développement durable, des transports et du logement;null;2015;Collectivités territoriales;Gré à gré;2015;48,8749;2,745
150770025;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;BIEN DNID;77144;MONTEVRAIN;SEINE-ET-MARNE;Ministère de l'écologie, du développement durable, des transports et du logement;null;2015;Collectivités territoriales;Gré à gré;2015;48,8749;2,745
150770015;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;BIEN DNID;77240;VERT ST DENIS;SEINE-ET-MARNE;Ministère de l'écologie, du développement durable, des transports et du logement;null;2015;Collectivités territoriales;Gré à gré;2015;48,566;2,621
150770029;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;BIEN DNID;77700;COUPVRAY;SEINE-ET-MARNE;Ministère de l'écologie, du développement durable, des transports et du logement;null;2015;Collectivités territoriales;Gré à gré;2015;48,8911;2,793
150770033;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;BIEN DNID;77700;COUPVRAY;SEINE-ET-MARNE;Ministère de l'écologie, du développement durable, des transports et du logement;null;2015;Collectivités territoriales;Gré à gré;2015;48,8911;2,793
150930015;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;JEAN JAURÈS;93370;MONTFERMEIL;SEINE-SAINT-DENIS;Ministère de l'écologie, du développement durable, des transports et du logement;null;2015;Collectivités territoriales;Gré à gré;2015;48,8977;2,564
150950017;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;DES MARRONNIERS;95230;SOISY SOUS MONTMORENCY;VAL-D'OISE;Ministère de l'écologie, du développement durable, des transports et du logement;null;2015;Collectivités territoriales;Gré à gré;2015;48,9873;2,299
150950026;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;BIEN DNID;95280;JOUY LE MOUTIER;VAL-D'OISE;Ministère de l'écologie, du développement durable, des transports et du logement;null;2015;Collectivités territoriales;Gré à gré;2015;49,0106;2,038
150940012;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;JEAN D'ESTIENNE D'ORVES;94340;JOINVILLE LE PONT;VAL-DE-MARNE;Ministère de l'écologie, du développement durable, des transports et du logement;null;2015;Collectivités territoriales;Gré à gré;2015;48,8209;2,472
150880017;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;88230;LE VALTIN;VOSGES;Ministère de l'écologie, du développement durable, des transports et du logement;null;2015;Collectivités territoriales;Gré à gré;2015;48,0977;7,022
150880052;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;88360;RUPT SUR MOSELLE;VOSGES;Ministère de l'écologie, du développement durable, des transports et du logement;null;2015;Collectivités territoriales;Gré à gré;2015;47,9265;6,662
150780028;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;BIEN DNID;37130;CHATEAUFORT;YVELINES;Ministère de l'écologie, du développement durable, des transports et du logement;null;2015;Collectivités territoriales;Gré à gré;2015;47,3301;0,397
150780024;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;BIEN DNID;78120;RAMBOUILLET;YVELINES;Ministère de l'écologie, du développement durable, des transports et du logement;null;2015;Collectivités territoriales;Gré à gré;2015;48,6436;1,829
150780030;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;BIEN DNID;78180;MONTIGNY LE BRETONNEUX;YVELINES;Ministère de l'écologie, du développement durable, des transports et du logement;null;2015;Collectivités territoriales;Gré à gré;2015;48,7705;2,033
150780041;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;BIEN DNID;78360;MONTESSON;YVELINES;Ministère de l'écologie, du développement durable, des transports et du logement;null;2015;Collectivités territoriales;Gré à gré;2015;48,9081;2,149
150780026;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;DOCTEUR ROCHEFORT -BIEN DNID;78400;CHATOU;YVELINES;Ministère de l'écologie, du développement durable, des transports et du logement;null;2015;Collectivités territoriales;Gré à gré;2015;48,8901;2,156
150780027;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;BIEN DNID;78520;ST MARTIN LA GARENNE;YVELINES;Ministère de l'écologie, du développement durable, des transports et du logement;null;2015;Collectivités territoriales;Gré à gré;2015;49,0397;1,688
150780034;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;BIEN DNID;78780;MAURECOURT;YVELINES;Ministère de l'écologie, du développement durable, des transports et du logement;null;2015;Collectivités territoriales;Gré à gré;2015;48,9964;2,061
150780035;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;BIEN DNID;78780;MAURECOURT;YVELINES;Ministère de l'écologie, du développement durable, des transports et du logement;null;2015;Collectivités territoriales;Gré à gré;2015;48,9964;2,061
150110017;Cession réalisée;OUVRAGE D'ART DES RESEAUX ET VOIRIES;RESEAUX ET VOIRIES;null;11000;CARCASSONNE;AUDE;Ministère de l'écologie, du développement durable, des transports et du logement;null;2015;Collectivités territoriales;Gré à gré;2015;43,215;2,351
150770032;Cession réalisée;RESEAUX ET VOIRIES;RESEAUX ET VOIRIES;null;77580;VILLIERS SUR MORIN;SEINE-ET-MARNE;Ministère de l'écologie, du développement durable, des transports et du logement;null;2015;Collectivités territoriales;Gré à gré;2015;48,8598;2,879
150440013;Cession réalisée;SUPPORT DE PARCELLE;SUPPORT DE PARCELLE;null;44110;ERBRAY;LOIRE-ATLANTIQUE;Ministère de l'écologie, du développement durable, des transports et du logement;null;2015;Collectivités territoriales;Gré à gré;2015;47,6554;-1,318
150730014;Cession réalisée;SUPPORT DE PARCELLE;SUPPORT DE PARCELLE;DU PETIT SAINT BERNARD;73700;SEEZ;SAVOIE;Ministère de l'écologie, du développement durable, des transports et du logement;null;2015;Collectivités territoriales;Gré à gré;2015;45,6227;6,8
159730093;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;1390;ST GEORGES;GUYANE;Biens non affectés;null;2015;Entreprises société;Gré à gré;2015;45,9461;4,969
159730089;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;97300;CAYENNE;GUYANE;Biens non affectés;null;2015;Entreprises société;Gré à gré;2015;4,9211;-52,32
159730088;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;97351;MATOURY;GUYANE;Biens non affectés;null;2015;Entreprises société;Gré à gré;2015;4,8271;-52,337
159730090;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;97354;REMIRE MONTJOLY;GUYANE;Biens non affectés;null;2015;Entreprises société;Gré à gré;2015;4,8893;-52,282
159760022;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;97650;MAMOUDZOU;MAYOTTE;Biens non affectés;null;2015;Entreprises société;Gré à gré;2015;-12,788;45,194
150630013;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;63122;CEYRAT;PUY-DE-DÔME;Biens non affectés;null;2015;Entreprises société;Gré à gré;2015;45,7319;3,063
150720022;Cession réalisée;BATIMENT TECHNIQUE;BATIMENT TECHNIQUE;BOLLEE;72000;LE MANS;SARTHE;Ministère de l'agriculture et de la pêche;null;2015;Entreprises société;Gré à gré;2015;48,0033;0,196
150570010;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;AUGUSTIN FRESNEL;57050;METZ;MOSELLE;Ministère de l'enseignement supérieur et de la recherche;null;2015;Entreprises société;Gré à gré;2015;49,1191;6,176
150730013;Cession réalisée;ESPACE AMENAGE;ESPACE AMENAGE;null;73000;CHAMBERY;SAVOIE;Ministère de l'écologie, du développement durable, des transports et du logement;null;2015;Entreprises société;Gré à gré;2015;45,5661;5,92
150950022;Cession réalisée;ESPACE AMENAGE;ESPACE AMENAGE;DE LIESSE;95310;ST OUEN L AUMONE;VAL-D'OISE;Ministère de l'écologie, du développement durable, des transports et du logement;null;2015;Entreprises société;Gré à gré;2015;49,0436;2,11
150940019;Cession réalisée;ESPACE AMENAGE;ESPACE AMENAGE;PLACE DE LA LOGISTIQUE;94150;RUNGIS;VAL-DE-MARNE;Ministère de l'écologie, du développement durable, des transports et du logement;null;2015;Entreprises société;Gré à gré;2015;48,7474;2,349
150940018;Cession réalisée;ESPACE AMENAGE;ESPACE AMENAGE;BIEN DNID;94400;VITRY SUR SEINE;VAL-DE-MARNE;Ministère de l'écologie, du développement durable, des transports et du logement;null;2015;Entreprises société;Gré à gré;2015;48,7872;2,392
150940013;Cession réalisée;ESPACE AMENAGE;ESPACE AMENAGE;null;94460;VALENTON;VAL-DE-MARNE;Ministère de l'écologie, du développement durable, des transports et du logement;null;2015;Entreprises société;Gré à gré;2015;48,7444;2,467
150090015;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;9310;LES CABANNES;ARIÈGE;Ministère de l'écologie, du développement durable, des transports et du logement;null;2015;Entreprises société;Gré à gré;2015;42,7853;1,686
150330012;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;PAGES - 33140 VILLENAVE D'ORNON;33140;VILLENAVE D ORNON;GIRONDE;Ministère de l'écologie, du développement durable, des transports et du logement;null;2015;Entreprises société;Gré à gré;2015;44,7795;-0,567
150920010;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;JEAN BLEUZEN;92170;VANVES;HAUTS-DE-SEINE;Ministère de l'écologie, du développement durable, des transports et du logement;null;2015;Entreprises société;Gré à gré;2015;48,8199;2,288
150350020;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;32140;ST GREGOIRE;ILLE-ET-VILAINE;Ministère de l'écologie, du développement durable, des transports et du logement;null;2015;Entreprises société;Gré à gré;2015;43,3454;0,633
150380013;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;DE VIGNATTE;38610;GIERES;ISÈRE;Ministère de l'écologie, du développement durable, des transports et du logement;null;2015;Entreprises société;Gré à gré;2015;45,1819;5,791
150450011;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;45200;MONTARGIS;LOIRET;Ministère de l'écologie, du développement durable, des transports et du logement;null;2015;Entreprises société;Gré à gré;2015;47,9968;2,732
150730016;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;73300;ST JEAN DE MAURIENNE;SAVOIE;Ministère de l'écologie, du développement durable, des transports et du logement;null;2015;Entreprises société;Gré à gré;2015;45,2767;6,345
150770019;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;BIEN DNID;77144;MONTEVRAIN;SEINE-ET-MARNE;Ministère de l'écologie, du développement durable, des transports et du logement;null;2015;Entreprises société;Gré à gré;2015;48,8749;2,745
150770017;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;77400;ST THIBAULT DES VIGNES;SEINE-ET-MARNE;Ministère de l'écologie, du développement durable, des transports et du logement;null;2015;Entreprises société;Gré à gré;2015;48,8684;2,688
150770021;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;77410;ANNET SUR MARNE;SEINE-ET-MARNE;Ministère de l'écologie, du développement durable, des transports et du logement;null;2015;Entreprises société;Gré à gré;2015;48,9252;2,719
150770020;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;77450;JABLINES;SEINE-ET-MARNE;Ministère de l'écologie, du développement durable, des transports et du logement;null;2015;Entreprises société;Gré à gré;2015;48,9172;2,761
150950018;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;D'AMIENS;95100;ARGENTEUIL;VAL-D'OISE;Ministère de l'écologie, du développement durable, des transports et du logement;null;2015;Entreprises société;Gré à gré;2015;48,9474;2,246
150950023;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;SAINT MARTIN;95300;PONTOISE;VAL-D'OISE;Ministère de l'écologie, du développement durable, des transports et du logement;null;2015;Entreprises société;Gré à gré;2015;49,0507;2,1
150950016;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;BIEN DNID;95520;OSNY;VAL-D'OISE;Ministère de l'écologie, du développement durable, des transports et du logement;null;2015;Entreprises société;Gré à gré;2015;49,0585;2,061
150880043;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;88100;REMOMEIX;VOSGES;Ministère de l'écologie, du développement durable, des transports et du logement;null;2015;Entreprises société;Gré à gré;2015;48,2687;7
150880048;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;88200;REMIREMONT;VOSGES;Ministère de l'écologie, du développement durable, des transports et du logement;null;2015;Entreprises société;Gré à gré;2015;48,0162;6,589
150310015;Cession réalisée;SUPPORT DE PARCELLE;SUPPORT DE PARCELLE;null;31700;BLAGNAC;HAUTE-GARONNE;Ministère de l'écologie, du développement durable, des transports et du logement;null;2015;Entreprises société;Gré à gré;2015;43,635;1,389
150310017;Cession réalisée;SUPPORT DE PARCELLE;SUPPORT DE PARCELLE;null;31700;BLAGNAC;HAUTE-GARONNE;Ministère de l'écologie, du développement durable, des transports et du logement;null;2015;Entreprises société;Gré à gré;2015;43,635;1,389
159710010;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;ANSE LACROIX;97118;ST FRANCOIS;GUADELOUPE;Ministère de la défense;null;2015;Entreprises société;Gré à gré;2015;16,2783;-61,291
150370013;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;DU COLOMBIER;37200;TOURS;INDRE-ET-LOIRE;Ministère de la défense;null;2015;Entreprises société;Gré à gré;2015;47,3918;0,688
150030031;Cession réalisée;LOGEMENT;LOGEMENT;null;83210;ST LOUP;ALLIER;Ministère de la défense;null;2015;Entreprises société;Gré à gré;2015;43,1787;6,041
150030034;Cession réalisée;LOGEMENT;LOGEMENT;DES MEZILLES;83210;ST LOUP;ALLIER;Ministère de la défense;null;2015;Entreprises société;Gré à gré;2015;43,1787;6,041
150310010;Cession réalisée;ESPACE AMENAGE;ESPACE AMENAGE;null;31250;REVEL;HAUTE-GARONNE;Ministère de l'écologie, du développement durable, des transports et du logement;null;2015;Etablissements publics locaux;Gré à gré;2015;43,4579;2,003
150380017;Cession réalisée;ESPACE AMENAGE;ESPACE AMENAGE;null;38090;VILLEFONTAINE;ISÈRE;Ministère de l'écologie, du développement durable, des transports et du logement;null;2015;Etablissements publics locaux;Gré à gré;2015;45,6132;5,148
150950025;Cession réalisée;ESPACE AMENAGE;ESPACE AMENAGE;BIEN DNID - LOT DE VOLUME N°282;95800;CERGY;VAL-D'OISE;Ministère de l'écologie, du développement durable, des transports et du logement;null;2015;Etablissements publics locaux;Gré à gré;2015;49,052;2,036
150910022;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;BIEN DNID;91280;ST PIERRE DU PERRAY;ESSONNE;Ministère de l'écologie, du développement durable, des transports et du logement;null;2015;Etablissements publics locaux;Gré à gré;2015;48,6123;2,494
150910019;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;BIEN DNID;91300;MASSY;ESSONNE;Ministère de l'écologie, du développement durable, des transports et du logement;null;2015;Etablissements publics locaux;Gré à gré;2015;48,7299;2,275
150380018;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;38070;ST QUENTIN FALLAVIER;ISÈRE;Ministère de l'écologie, du développement durable, des transports et du logement;null;2015;Etablissements publics locaux;Gré à gré;2015;45,632;5,11
150380019;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;38080;L ISLE D ABEAU;ISÈRE;Ministère de l'écologie, du développement durable, des transports et du logement;null;2015;Etablissements publics locaux;Gré à gré;2015;45,6188;5,233
150380020;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;38080;L ISLE D ABEAU;ISÈRE;Ministère de l'écologie, du développement durable, des transports et du logement;null;2015;Etablissements publics locaux;Gré à gré;2015;45,6188;5,233
150770016;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;BIEN DNID;47400;REAU;SEINE-ET-MARNE;Ministère de l'écologie, du développement durable, des transports et du logement;null;2015;Etablissements publics locaux;Gré à gré;2015;44,4144;0,328
150770036;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;BIEN DNID;77127;LIEUSAINT;SEINE-ET-MARNE;Ministère de l'écologie, du développement durable, des transports et du logement;null;2015;Etablissements publics locaux;Gré à gré;2015;48,6314;2,548
150770037;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;BIEN DNID;77127;LIEUSAINT;SEINE-ET-MARNE;Ministère de l'écologie, du développement durable, des transports et du logement;null;2015;Etablissements publics locaux;Gré à gré;2015;48,6314;2,548
150770035;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;BIEN DNID;77240;VERT ST DENIS;SEINE-ET-MARNE;Ministère de l'écologie, du développement durable, des transports et du logement;null;2015;Etablissements publics locaux;Gré à gré;2015;48,566;2,621
150770022;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;BIEN DNID;77600;BUSSY ST GEORGES;SEINE-ET-MARNE;Ministère de l'écologie, du développement durable, des transports et du logement;null;2015;Etablissements publics locaux;Gré à gré;2015;48,8415;2,698
150950024;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;BIEN DNID;95500;GONESSE;VAL-D'OISE;Ministère de l'écologie, du développement durable, des transports et du logement;null;2015;Etablissements publics locaux;Gré à gré;2015;48,9863;2,448
150940022;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;BIEN DNID;94000;CRETEIL;VAL-DE-MARNE;Ministère de l'écologie, du développement durable, des transports et du logement;null;2015;Etablissements publics locaux;Gré à gré;2015;48,7776;2,453
150940017;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;94350;VILLIERS SUR MARNE;VAL-DE-MARNE;Ministère de l'écologie, du développement durable, des transports et du logement;null;2015;Etablissements publics locaux;Gré à gré;2015;48,8266;2,544
150940014;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;BIEN DNID;94350;VILLIERS SUR MARNE;VAL-DE-MARNE;Ministère de l'écologie, du développement durable, des transports et du logement;null;2015;Etablissements publics locaux;Gré à gré;2015;48,8266;2,544
150940021;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;BIEN DNID;94450;LIMEIL BREVANNES;VAL-DE-MARNE;Ministère de l'écologie, du développement durable, des transports et du logement;null;2015;Etablissements publics locaux;Gré à gré;2015;48,7463;2,487
150940020;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;BIEN DNID;94460;VALENTON;VAL-DE-MARNE;Ministère de l'écologie, du développement durable, des transports et du logement;null;2015;Etablissements publics locaux;Gré à gré;2015;48,7444;2,467
150780043;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;BIEN DNID;78360;MONTESSON;YVELINES;Ministère de l'écologie, du développement durable, des transports et du logement;null;2015;Etablissements publics locaux;Gré à gré;2015;48,9081;2,149
150770028;Cession réalisée;RESEAUX ET VOIRIES;RESEAUX ET VOIRIES;DE LA MAISON ROUGE;77185;LOGNES;SEINE-ET-MARNE;Ministère de l'écologie, du développement durable, des transports et du logement;null;2015;Etablissements publics locaux;Gré à gré;2015;48,8359;2,627
150310016;Cession réalisée;SUPPORT DE PARCELLE;SUPPORT DE PARCELLE;null;31270;CUGNAUX;HAUTE-GARONNE;Ministère de la défense;null;2015;Etablissements publics locaux;Gré à gré;2015;43,5371;1,343
150380016;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;38070;ST QUENTIN FALLAVIER;ISÈRE;Ministère du logement et de la ville;null;2015;Etablissements publics locaux;Gré à gré;2015;45,632;5,11
150350018;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;35510;CESSON SEVIGNE;ILLE-ET-VILAINE;Ministère de l'écologie, du développement durable, des transports et du logement;null;2015;Etablissements publics nationaux;Gré à gré;2015;48,1205;-1,604
150330010;Cession réalisée;OUVRAGE D'ART DES RESEAUX ET VOIRIES;RESEAUX ET VOIRIES;THIERRY SABINE - ER142 - 33700 MERIGNAC;33700;MERIGNAC;GIRONDE;Ministère de l'écologie, du développement durable, des transports et du logement;null;2015;Etablissements publics nationaux;Gré à gré;2015;44,8418;-0,646
150830019;Cession réalisée;BATIMENT TECHNIQUE;BATIMENT TECHNIQUE;null;83400;HYERES;VAR;Ministère de la défense;null;2015;Etablissements publics nationaux;Gré à gré;2015;43,1185;6,128
150120012;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;12520;AGUESSAC;AVEYRON;Ministère de l'écologie, du développement durable, des transports et du logement;null;2015;Personne physique immatriculée (métropole);Gré à gré;2015;44,1563;3,098
150770027;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;77700;COUPVRAY;SEINE-ET-MARNE;Ministère de l'écologie, du développement durable, des transports et du logement;null;2015;Personne physique immatriculée (métropole);Gré à gré;2015;48,8911;2,793
150780023;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;BIEN DNID;78300;POISSY;YVELINES;Ministère de l'écologie, du développement durable, des transports et du logement;null;2015;Personne physique immatriculée (métropole);Gré à gré;2015;48,928;2,045
150420011;Cession réalisée;ESPACE AMENAGE;ESPACE AMENAGE;null;42650;ST JEAN BONNEFONDS;LOIRE;Biens non affectés;null;2015;Personnes physiques non commerçantes;Gré à gré;2015;45,4506;4,446
150010014;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;1300;MASSIGNIEU DE RIVES;AIN;Biens non affectés;null;2015;Personnes physiques non commerçantes;Gré à gré;2015;45,7538;5,766
150010015;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;1300;MASSIGNIEU DE RIVES;AIN;Biens non affectés;null;2015;Personnes physiques non commerçantes;Gré à gré;2015;45,7538;5,766
150010017;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;1300;MASSIGNIEU DE RIVES;AIN;Biens non affectés;null;2015;Personnes physiques non commerçantes;Gré à gré;2015;45,7538;5,766
150010018;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;1300;MASSIGNIEU DE RIVES;AIN;Biens non affectés;null;2015;Personnes physiques non commerçantes;Gré à gré;2015;45,7538;5,766
150090012;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;32360;ST LARY;ARIÈGE;Biens non affectés;null;2015;Personnes physiques non commerçantes;Gré à gré;2015;43,7226;0,499
150160014;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;16390;MONTIGNAC LE COQ;CHARENTE;Biens non affectés;null;2015;Personnes physiques non commerçantes;Gré à gré;2015;45,3364;0,223
150160015;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;16390;MONTIGNAC LE COQ;CHARENTE;Biens non affectés;null;2015;Personnes physiques non commerçantes;Gré à gré;2015;45,3364;0,223
150280011;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;28260;SOREL MOUSSEL;EURE-ET-LOIR;Biens non affectés;null;2015;Personnes physiques non commerçantes;Gré à gré;2015;48,8408;1,381
150290010;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;DE LA TOUR D'AUVERGNE;29000;QUIMPER;FINISTÈRE;Biens non affectés;null;2015;Personnes physiques non commerçantes;Gré à gré;2015;47,9955;-4,098
150320010;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;NEUVE;32310;VALENCE SUR BAISE;GERS;Biens non affectés;null;2015;Personnes physiques non commerçantes;Gré à gré;2015;43,8819;0,38
159730048;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;1390;ST GEORGES;GUYANE;Biens non affectés;null;2015;Personnes physiques non commerçantes;Gré à gré;2015;45,9461;4,969
159730062;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;1390;ST GEORGES;GUYANE;Biens non affectés;null;2015;Personnes physiques non commerçantes;Gré à gré;2015;45,9461;4,969
159730081;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;1390;ST GEORGES;GUYANE;Biens non affectés;null;2015;Personnes physiques non commerçantes;Gré à gré;2015;45,9461;4,969
159730028;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;ALPHONSE GUEYE;1390;ST GEORGES;GUYANE;Biens non affectés;null;2015;Personnes physiques non commerçantes;Gré à gré;2015;45,9461;4,969
159730101;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;97300;CAYENNE;GUYANE;Biens non affectés;null;2015;Personnes physiques non commerçantes;Gré à gré;2015;4,9211;-52,32
159730035;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;97310;KOUROU;GUYANE;Biens non affectés;null;2015;Personnes physiques non commerçantes;Gré à gré;2015;4,9107;-52,738
159730022;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;97315;SINNAMARY;GUYANE;Biens non affectés;null;2015;Personnes physiques non commerçantes;Gré à gré;2015;5,2513;-52,968
159730027;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;97315;SINNAMARY;GUYANE;Biens non affectés;null;2015;Personnes physiques non commerçantes;Gré à gré;2015;5,2513;-52,968
159730044;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;97315;SINNAMARY;GUYANE;Biens non affectés;null;2015;Personnes physiques non commerçantes;Gré à gré;2015;5,2513;-52,968
159730078;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;97315;SINNAMARY;GUYANE;Biens non affectés;null;2015;Personnes physiques non commerçantes;Gré à gré;2015;5,2513;-52,968
159730025;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;BARBE MARBOIS;97315;SINNAMARY;GUYANE;Biens non affectés;null;2015;Personnes physiques non commerçantes;Gré à gré;2015;5,2513;-52,968
159730031;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;DE L'AIGLE;97315;SINNAMARY;GUYANE;Biens non affectés;null;2015;Personnes physiques non commerçantes;Gré à gré;2015;5,2513;-52,968
159730029;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;97317;APATOU;GUYANE;Biens non affectés;null;2015;Personnes physiques non commerçantes;Gré à gré;2015;4,9043;-54,367
159730017;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;97320;ST LAURENT DU MARONI;GUYANE;Biens non affectés;null;2015;Personnes physiques non commerçantes;Gré à gré;2015;4,9473;-54,028
159730026;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;97320;ST LAURENT DU MARONI;GUYANE;Biens non affectés;null;2015;Personnes physiques non commerçantes;Gré à gré;2015;4,9473;-54,028
159730038;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;97320;ST LAURENT DU MARONI;GUYANE;Biens non affectés;null;2015;Personnes physiques non commerçantes;Gré à gré;2015;4,9473;-54,028
159730061;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;97320;ST LAURENT DU MARONI;GUYANE;Biens non affectés;null;2015;Personnes physiques non commerçantes;Gré à gré;2015;4,9473;-54,028
159730066;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;97320;ST LAURENT DU MARONI;GUYANE;Biens non affectés;null;2015;Personnes physiques non commerçantes;Gré à gré;2015;4,9473;-54,028
159730075;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;97320;ST LAURENT DU MARONI;GUYANE;Biens non affectés;null;2015;Personnes physiques non commerçantes;Gré à gré;2015;4,9473;-54,028
159730099;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;97320;ST LAURENT DU MARONI;GUYANE;Biens non affectés;null;2015;Personnes physiques non commerçantes;Gré à gré;2015;4,9473;-54,028
159730095;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;CHRISTOPHE COLOMB;97320;ST LAURENT DU MARONI;GUYANE;Biens non affectés;null;2015;Personnes physiques non commerçantes;Gré à gré;2015;4,9473;-54,028
159730018;Cession réalisée;ESPACE NATUREL;ESPACE NATUREL;null;97352;ROURA;GUYANE;Biens non affectés;null;2015;Personnes physiques non commerçantes;Gré à gré;2015;4,4754;-52,494
